Site,spp_1,spp_2,spp_3,spp_4,spp_5,spp_6,spp_7,spp_8,spp_9,spp_10,spp_11,spp_12,spp_13,spp_14,spp_15,spp_16,spp_17,spp_18,spp_19,spp_20,spp_21,spp_22,spp_23,spp_24,spp_25,spp_26,spp_27,spp_28,spp_29,spp_30,spp_31,spp_32,spp_33,spp_34,spp_35,spp_36
Fermented foods,16,16,16,3,16,16,16,16,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9,9,1,7,7
